time         , active       , control_mode , commmand_nav , roll         , pitch        , yaw          , altitude     , airspeed     , yaw_nav      , yaw_error    , altitude_nav , roll_L1      , pitch_TECS   , throttle_TECS, aileron_rc   , elevator_rc  , rudder_rc    , throttle_rc  , aileron      , elevator     , rudder       , throttle     , debug1       , debug2       , debug3       , debug4       
219.8900     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0220       , -2.7057      , -0.0000      , 0.0008       , -2.7057      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9992      
219.9290     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0220       , -2.7057      , -0.0000      , 0.0010       , -2.7057      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9990      
219.9310     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0220       , -2.7057      , -0.0000      , 0.0010       , -2.7057      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9990      
219.9500     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0220       , -2.7057      , -0.0000      , 0.0011       , -2.7057      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9989      
219.9710     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0220       , -2.7057      , -0.0000      , 0.0013       , -2.7057      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9987      
219.9900     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0220       , -2.7057      , -0.0000      , 0.0013       , -2.7057      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9987      
220.0370     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0221       , -2.7056      , -0.0000      , 0.0015       , -2.7057      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9998       , 0.0000       , -0.0015      , 0.0000       , 49.9985      
220.0710     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0221       , -2.7056      , -0.0000      , 0.0016       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9998       , 0.0000       , -0.0015      , 0.0000       , 49.9984      
220.0930     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0221       , -2.7056      , -0.0000      , 0.0016       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9998       , 0.0000       , -0.0015      , 0.0000       , 49.9984      
220.1220     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0222       , -2.7056      , -0.0000      , 0.0016       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9998       , 0.0000       , -0.0015      , 0.0000       , 49.9984      
220.1330     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0222       , -2.7056      , -0.0000      , 0.0015       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9998       , 0.0000       , -0.0015      , 0.0000       , 49.9985      
220.1630     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0222       , -2.7056      , -0.0000      , 0.0015       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9985      
220.1750     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0222       , -2.7056      , -0.0000      , 0.0015       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9985      
220.1920     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0222       , -2.7056      , -0.0000      , 0.0014       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9986      
220.2120     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0222       , -2.7055      , -0.0000      , 0.0014       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9986      
220.2320     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0013       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9987      
220.2570     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0012       , -2.7056      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9988      
220.2720     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0012       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9988      
220.3050     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0011       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9989      
220.3170     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0010       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9990      
220.3360     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0010       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9991      
220.3540     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0009       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9991      
220.3990     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0007       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9993      
220.4000     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0007       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9993      
220.4200     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0007       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9993      
220.4400     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0006       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9994      
220.4600     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0005       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 4.9999       , 0.0000       , -0.0015      , 0.0000       , 49.9995      
220.4800     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.5000     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0003       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9997      
220.5290     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0002       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9998      
220.5450     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0002       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9998      
220.5600     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0002       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9998      
220.5850     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0001       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9999      
220.6000     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0001       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9999      
220.6250     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0001       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9999      
220.6410     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0002       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9998      
220.6690     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0002       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9998      
220.6860     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0002       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9998      
220.7010     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0002       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9998      
220.7220     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0224       , -2.7055      , -0.0000      , 0.0003       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9997      
220.7400     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0003       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9997      
220.7600     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0003       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9997      
220.7820     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0003       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9997      
220.8000     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.8200     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.8430     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.8600     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.8900     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.9020     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.9230     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.9400     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.9600     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
220.9800     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
221.0040     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
221.0260     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
221.0400     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
221.0600     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
221.0800     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
221.1010     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
221.1200     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
221.1420     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
221.1600     , 0.0000       , 10.0000      , 22.0000      , 0.0015       , 0.0223       , -2.7055      , -0.0000      , 0.0004       , -2.7055      , 0.0000       , 0.0000       , 0.0000       , 0.0871       , 0.0000       , -0.1613      , 0.0000       , 0.0000       , 100.0000     , -0.0015      , -0.0022      , -0.0008      , 5.0000       , 0.0000       , -0.0015      , 0.0000       , 49.9996      
